"","animals_name","number_of_pets","name_length"
"1088","Beso",2,4
"1089","Besoleil",1,8
"1090","Besos",1,5
"1091","Bess",4,4
"1092","Bessa",1,5
"1093","Bessel",1,6
"1094","Bessie",13,6
"1095","Bessy",1,5
"1096","Beta",5,4
"1097","Beth",2,4
"1098","Bethany",2,7
"1099","Bethie",1,6
"1100","Betor",1,5
"1101","Betsey",1,6
"1102","Betsey Ross",1,11
"1103","Betsy",14,5
"1104","Betsy Juarez",1,12
"1105","Betsy Rue",1,9
"1106","Bette",2,5
"1107","Bette Davis",1,11
"1108","Betts",1,5
"1109","Betty",48,5
"1110","Betty Boop",3,10
"1111","Betty Carter",1,12
"1112","Betty Davis",1,11
"1113","Betty Jo",1,8
"1114","Betty Lou",1,9
"1115","Betty Rumble",1,12
"1116","Betty White",2,11
"1117","Betty WHite",1,11
"1118","Beu",1,3
"1119","Beulah",4,6
"1120","Beverly",3,7
"1121","Bevers",1,6
"1122","Bexi",1,4
"1123","Bexley",1,6
"1124","Beyla",2,5
"1125","Beylan",1,6
"1126","Beyonce",1,7
"1127","Bezudry",1,7
"1128","Bg",1,2
"1129","Bha Buu",1,7
"1130","Bhima",1,5
"1131","Bianca",12,6
"1132","Bianca Quita",1,12
"1133","Bibi",5,4
"1134","Bibs",1,4
"1135","Bicho",3,5
"1136","Biddy",1,5
"1137","Biden",1,5
"1138","Bielka",1,6
"1139","Biella",1,6
"1140","Biff",1,4
"1141","Big",2,3
"1142","Big Al",1,6
"1143","Big B",1,5
"1144","Big Bob",1,7
"1145","Big Boi",1,7
"1146","Big boy",1,7
"1147","Big Boy",2,7
"1148","Big Byte",1,8
"1149","Big Dude",1,8
"1150","Big Easy",1,8
"1151","Big Foot",2,8
"1152","Big Girl",1,8
"1153","Big Gray",1,8
"1154","Big Guy",1,7
"1155","Big Kitty",1,9
"1156","Big Mac",3,7
"1157","Big Orange Satsuma",1,18
"1158","Big Penny",1,9
"1159","Big Red",2,7
"1160","Big Suze",1,8
"1161","Big Tex",1,7
"1162","Biga",2,4
"1163","Bigby",1,5
"1164","Bigby Humphries",1,15
"1165","Biggie",13,6
"1166","Biggie Smalls",1,13
"1167","Biggs",1,5
"1168","Bigsby",3,6
"1169","Bigwig",1,6
"1170","Bija",1,4
"1171","Bijette",1,7
"1172","Biji",1,4
"1173","Bijou",13,5
"1174","Biko",3,4
"1175","Bila",1,4
"1176","Bilbo",6,5
"1177","Bill",9,4
"1178","Bill Murray",1,11
"1179","Bill S. Preston Esquire",1,23
"1180","Billee",1,6
"1181","Billi Sinni-Sappa",1,17
"1182","Billie",17,6
"1183","Billy",25,5
"1184","Billy Bigelow",1,13
"1185","Billy Bob",1,9
"1186","BIlly Bob",1,9
"1187","Billy Pringles",1,14
"1188","Billy the Kid",1,13
"1189","Billybob",1,8
"1190","Billygoat",1,9
"1191","Bindi",8,5
"1192","Bindi Rain",1,10
"1193","Bindy",1,5
"1194","Biner",1,5
"1195","Bing",5,4
"1196","Bing Bong",1,9
"1197","Bing Crosby",1,11
"1198","Bingley",4,7
"1199","Bingo",10,5
"1200","Bini",1,4
"1201","Bink",1,4
"1202","Binkie",1,6
"1203","Binklee",1,7
"1204","Binks",4,5
"1205","Binky",4,5
"1206","Binx",11,4
"1207","Binz Lange",1,10
"1208","Biondino",1,8
"1209","Bip",1,3
"1210","Birch",2,5
"1211","Bird",4,4
"1212","BirdDog",1,7
"1213","Birdi",1,5
"1214","Birdie",15,6
"1215","Birdy",3,5
"1216","Birgitta",1,8
"1217","Birgitte",1,8
"1218","Birk",1,4
"1219","Birkenstock",1,11
"1220","Birstol (""Brie"")",1,16
"1221","Birthday",2,8
"1222","Biscotti",2,8
"1223","Biscuit",30,7
"1224","Biscuit Richards",1,16
"1225","Biscuits",1,8
"1226","Biscut",1,6
"1227","Bishamon",1,8
"1228","Bishop",7,6
"1229","Biskuvi",1,7
"1230","Bismarck",2,8
"1231","Bisou",1,5
"1232","Bisous",2,6
"1233","Bisquit",2,7
"1234","Bite",1,4
"1235","Bitsey",1,6
"1236","Bitsy",2,5
"1237","Bitzy",1,5
"1238","Bix",3,3
"1239","Bixa",1,4
"1240","Bixby",6,5
"1241","Bixley Reginald McFluffins IV",1,29
"1242","Bizkit",1,6
"1243","Bizzy",2,5
"1244","BJ",3,2
"1245","Bjorn",4,5
"1246","black",2,5
"1247","Black",2,5
"1248","Black Beauty",1,12
"1249","Black Cat",1,9
"1250","Black Jack",2,10
"1251","Black Thunder",1,13
"1252","Black Tigg",1,10
"1253","Blackberry",2,10
"1254","Blackberry Ninja",1,16
"1255","Blackey",1,7
"1256","BlackEyedPea (BEP)",1,18
"1257","Blackhills Anastasia",1,20
"1258","Blackie",17,7
"1259","Blackie #3",1,10
"1260","Blackie V",1,9
"1261","Blackjack",4,9
"1262","BlackJack",1,9
"1263","Blackrose",1,9
"1264","Blacky",2,6
"1265","Blade Brunner",1,13
"1266","Blaine",1,6
"1267","Blair",3,5
"1268","Blair Benjamin",1,14
"1269","Blaise",1,6
"1270","Blake",4,5
"1271","Blakely",1,7
"1272","Blanca",5,6
"1273","Blanche",2,7
"1274","Blanco",2,6
"1275","Blanton",1,7
"1276","Blarney",1,7
"1277","Blaster",1,7
"1278","Blaze",25,5
"1279","Blazer",2,6
"1280","Blenducci",1,9
"1281","Bleu",9,4
"1282","Blinky",5,6
"1283","Blitz",6,5
"1284","Blitzen",1,7
"1285","Blix",1,4
"1286","Blixa",1,5
"1287","Blizzard",1,8
"1288","Blizzy Briella Brooklyn",1,23
"1289","Bloemfontein",1,12
"1290","Blondie",4,7
"1291","Blondy",1,6
"1292","Bloo",2,4
"1293","Bloo B Drew",1,11
"1294","Bloom",1,5
"1295","Blossom",8,7
"1296","Blowkiss",1,8
"1297","Blu",12,3
"1298","Blue",89,4
"1299","Blue 3",1,6
"1300","Blue Bear",1,9
"1301","Blue Benton",1,11
"1302","Blue Jay",1,8
"1303","Blue Shadow",1,11
"1304","Blue Star",1,9
"1305","Blue Steele",1,11
"1306","Bluebell",3,8
"1307","Blueberry",4,9
"1308","Bluebie",1,7
"1309","Blues",1,5
"1310","Blueto",1,6
"1311","Bluff",1,5
"1312","Blurr",1,5
"1313","Bluto",1,5
"1314","Bmo",1,3
"1315","Bo",39,2
"1316","Bo (Pigg Boy)",1,13
"1317","Bo Bear",1,7
"1318","Bo Bo",3,5
"1319","Bo Bo BJ",1,8
"1320","Bo Charles",1,10
"1321","Bo Dameron",1,10
"1322","Bo Dice",1,7
"1323","Bo Jangles",2,10
"1324","Bo'sun",1,6
"1325","Boats",1,5
"1326","Boaz",1,4
"1327","Bob",24,3
"1328","Bob Cat",1,7
"1329","Bob Palmatier",1,13
"1330","Boba",6,4
"1331","BoBa",1,4
"1332","Boba Fett",1,9
"1333","Bobay",1,5
"1334","Bobbi Kristina",1,14
"1335","Bobbie",3,6
"1336","Bobbin",1,6
"1337","Bobby",21,5
"1338","Bobby Bean",1,10
"1339","Bobby Max",1,9
"1340","Bobcat",2,6
"1341","Bobert",1,6
"1342","Bobo",13,4
"1343","BoBo",2,4
"1344","Boboli",1,6
"1345","Boc Choy",1,8
"1346","Boca",5,4
"1347","Boca Juniors",1,12
"1348","Bocca",1,5
"1349","Bocce",4,5
"1350","Bocephus",1,8
"1351","Boddie",1,6
"1352","Boddington",1,10
"1353","Bode",16,4
"1354","Bode Vonn",1,9
"1355","Bodean",1,6
"1356","Boden",1,5
"1357","Bodey",1,5
"1358","Bodhi",49,5
"1359","Bodhi Brown",1,11
"1360","Bodi",4,4
"1361","Bodie",29,5
"1362","Bodie 3",1,7
"1363","Bodie Beau Dacious George",1,25
"1364","Bodie Miller",1,12
"1365","Bodie Smith",1,11
"1366","Bodri",1,5
"1367","Boe",1,3
"1368","Bogart",7,6
"1369","Bogdon",1,6
"1370","Bogey",14,5
"1371","Bogie",12,5
"1372","Boh",1,3
"1373","Bohannon",1,8
"1374","Boiko",1,5
"1375","BoJack",1,6
"1376","Bojangles",2,9
"1377","Bok-Bok",1,7
"1378","Boko",1,4
"1379","Boktoi",1,6
"1380","Bokwe",1,5
"1381","Bold",1,4
"1382","Boley",1,5
"1383","Bolshoi",1,7
"1384","Bolt",5,4
"1385","Boltzmann",1,9
"1386","Boma",1,4
"1387","Bombay",3,6
"1388","Bomber",3,6
"1389","Bon",1,3
"1390","Bon Jovi",1,8
"1391","Bonbon",1,6
"1392","Boncuk",1,6
"1393","Bond",3,4
"1394","Bondo",1,5
"1395","Bones",13,5
"1396","Bonga",1,5
"1397","Bongo",7,5
"1398","Bongo Pajama",1,12
"1399","Bonita",7,6
"1400","Bonito",2,6
"1401","Bonkers",1,7
"1402","Bonney",3,6
"1403","Bonnie",24,6
"1404","Bonnie Katz",1,11
"1405","Bonnie Louise",1,13
"1406","Bono",1,4
"1407","Bonsai",2,6
"1408","Bonus",1,5
"1409","Bony",1,4
"1410","Bonya",1,5
"1411","Bonzai",2,6
"1412","Bonzi",1,5
"1413","Bonzo",3,5
"1414","Boo",47,3
"1415","Boo Boo",5,7
"1416","Boo Radley",6,10
"1417","Boobafina",1,9
"1418","Booboo",2,6
"1419","BooBoo",2,6
"1420","Boodle",1,6
"1421","Boodles",1,7
"1422","Boof",1,4
"1423","Booger/Squea",1,12
"1424","Boogers",1,7
"1425","Boogie",5,6
"1426","Boogie Funkenstein",1,18
"1427","Boogie Woogie",1,13
"1428","Book",1,4
"1429","Booker",11,6
"1430","Booker T",1,8
"1431","Boom!",1,5
"1432","Boomer",49,6
"1433","Boomerang",1,9
"1434","Boomie",1,6
"1435","Boon",1,4
"1436","Boondoggle",1,10
"1437","Boone",9,5
"1438","Boone Aufsesser",1,15
"1439","Booney",1,6
"1440","Boonkey",1,7
"1441","Booster",1,7
"1442","Boot Z",1,6
"1443","Boots",28,5
"1444","Bootsie",7,7
"1445","Bootsy",6,6
"1446","Bootsy Collins",1,14
"1447","Boppy Dewzitz",1,13
"1448","Boren",1,5
"1449","Borges Campion-Bennett",1,22
"1450","Boris",30,5
"1451","Boris Singh",1,11
"1452","BORRIS",1,6
"1453","Bos",1,3
"1454","Bosco",11,5
"1455","Bosco Jr",1,8
"1456","Boscoe",2,6
"1457","Bosko",1,5
"1458","Bosley",9,6
"1459","Boslow",1,6
"1460","Bosox",1,5
"1461","Boss",4,4
"1462","Boss Hog",1,8
"1463","Bossa",1,5
"1464","Boston",7,6
"1465","Bosun",1,5
"1466","Bosworth",1,8
"1467","Bothell",1,7
"1468","Boudi",1,5
"1469","Boudica",1,7
"1470","Boudicca",3,8
"1471","Boudiccea",1,9
"1472","Boudie",1,6
"1473","Boudreaux",2,9
"1474","Boudreaux (Boo)",1,15
"1475","Boulder",1,7
"1476","Bounce",2,6
"1477","Bouncer",2,7
"1478","Bounder",2,7
"1479","Bourbon",5,7
"1480","Bouseh",1,6
"1481","Bow",2,3
"1482","Bow Nose",1,8
"1483","Bowen",4,5
"1484","Bowie",39,5
"1485","Bowie Nelson",1,12
"1486","Bowie Nunn",1,10
"1487","Bowie Riggins Chick",1,19
"1488","Bowser",16,6
"1489","Boxer",2,5
"1490","Boxie",1,5
"1491","boy",6,3
"1492","Boy",1,3
"1493","Boy Kitty",1,9
"1494","Boychik",1,7
"1495","Boyd",3,4
"1496","Boyer",1,5
"1497","Boykitty",1,8
"1498","Boyle",1,5
"1499","Boyo",1,4
"1500","Boz",1,3
"1501","Boze",1,4
"1502","Bozley",1,6
"1503","Bozo",1,4
"1504","Bracey",1,6
"1505","Braco",1,5
"1506","Bradley",6,7
"1507","Brady",17,5
"1508","Brady Brunk",1,11
"1509","Brady McCaffrey",1,15
"1510","Brady Weller",1,12
"1511","Brahma",1,6
"1512","Brain",1,5
"1513","Bramble",4,7
"1514","Bran",3,4
"1515","BRAN",1,4
"1516","Brandi",6,6
"1517","Brandie",1,7
"1518","Brando",1,6
"1519","Brandon",1,7
"1520","Brandy",18,6
"1521","Brandy IV",1,9
"1522","Branson",2,7
"1523","Branston",1,8
"1524","Brassie",1,7
"1525","Brat Cat",1,8
"1526","Braveheart",2,10
"1527","Bravo",1,5
"1528","Bray",1,4
"1529","Bread",1,5
"1530","Breckyn",1,7
"1531","Bree",3,4
"1532","Breeze",1,6
"1533","Breezer",1,7
"1534","Breezy",1,6
"1535","Brenda",2,6
"1536","Brenda Jean",1,11
"1537","Brendan",1,7
"1538","Brenna",3,6
"1539","Brenne",1,6
"1540","Brett",1,5
"1541","Brewski",1,7
"1542","Brewster",8,8
"1543","Brewtus",1,7
"1544","Breya",1,5
"1545","Bri",1,3
"1546","Brian",2,5
"1547","Brianna",1,7
"1548","Briar",3,5
"1549","Briar Rose",1,10
"1550","Brick",2,5
"1551","Bridger",8,7
"1552","Bridget",12,7
"1553","bridget wiley",1,13
"1554","Bridgette",3,9
"1555","Bridghie",1,8
"1556","Bridgit",1,7
"1557","Bridie",1,6
"1558","Brie",9,4
"1559","Brier",1,5
"1560","Briggleby",1,9
"1561","Briggs",2,6
"1562","Briggs Bradshaw",1,15
"1563","Bright",1,6
"1564","Brighton",1,8
"1565","Brigid",1,6
"1566","Brigitta",1,8
"1567","Brigsby",1,7
"1568","Brillig",1,7
"1569","Brindle",1,7
"1570","Brindy",1,6
"1571","Brinkley",3,8
"1572","Brinkly",1,7
"1573","Brinks",1,6
"1574","Brio",3,4
"1575","Brioche",1,7
"1576","Brisa",2,5
"1577","Brisco",1,6
"1578","Briscoe",1,7
"1579","Brisket",1,7
"1580","Bristol",1,7
"1581","Brit",1,4
"1582","Britney Ears",1,12
"1583","Britney Philpott",1,16
"1584","Britta",1,6
"1585","Brittany",2,8
"1586","Britten",1,7
"1587","Brixton",3,7
"1588","Brizzy",1,6
"1589","Broadie",1,7
"1590","Broc",2,4
"1591","Brock",1,5
"1592","Brodie",13,6
"1593","Brodrick",1,8
"1594","Brody",31,5
"1595","Brody Shoji",1,11
"1596","Brogan",1,6
"1597","Brollie",1,7
"1598","Brolly",1,6
"1599","Brom",1,4
"1600","Bron King Trojan Boisfontaine",1,29
"1601","Brona",1,5
"1602","Bronco",4,6
"1603","Bronn",1,5
"1604","Bronson",5,7
"1605","Bronte",2,6
"1606","Bronx",4,5
"1607","Bronzie",1,7
"1608","Brook",2,5
"1609","Brooke",4,6
"1610","Brooklyn",13,8
"1611","Brooks",4,6
"1612","Brother Maurice",1,15
"1613","Brouhaha",1,8
"1614","brown",1,5
"1615","Brown",1,5
"1616","brown&white",1,11
"1617","Brownie",17,7
"1618","Brownnie",1,8
"1619","Browny",1,6
"1620","Brox",1,4
"1621","Bruce",28,5
"1622","Bruce Campbell",1,14
"1623","Bruce Frederick",1,15
"1624","Bruce Lee",1,9
"1625","Bruce Lee McKonly",1,17
"1626","Bruce Magoose",1,13
"1627","Bruce Wayne",7,11
"1628","Brue",1,4
"1629","Bruges",1,6
"1630","Bruin",1,5
"1631","Bruiser",4,7
"1632","Brulee",3,6
"1633","Brunnehilde",1,11
"1634","Brunnhiulde",1,11
"1635","Bruno",46,5
"1636","Bruno Kitten",1,12
"1637","Bruno Valentino",1,15
"1638","Brunston",1,8
"1639","Brussels Sprout",1,15
"1640","Brutus",29,6
"1641","Bruzr",1,5
"1642","Bryan",3,5
"1643","Bryce",1,5
"1644","Brylie",1,6
"1645","Bryn",2,4
"1646","Brynza",1,6
"1647","Bu""ons Meorge Raas-Bergquist",1,28
"1648","Bua",1,3
"1649","Bub",1,3
"1650","Bubastis",1,8
"1651","Bubba",35,5
"1652","Bubba Batman",1,12
"1653","Bubba Butsakron-O-Pas",1,21
"1654","Bubba Klaus",1,11
"1655","Bubbha",1,6
"1656","Bubbie",1,6
"1657","Bubble",1,6
"1658","Bubble Puppy",1,12
"1659","Bubble Tea",1,10
"1660","Bubbles",10,7
"1661","Bubby",2,5
"1662","Buboy",1,5
"1663","Bubs",2,4
"1664","Bubu",3,4
"1665","Buck",8,4
"1666","Buck Russell",1,12
"1667","Buckaroo Banzai",1,15
"1668","Bucket",1,6
"1669","Buckeye",1,7
"1670","Buckingham",1,10
"1671","Buckley",19,7
"1672","Buckminster Fuller",1,18
"1673","Bucks",1,5
"1674","Buckshot",2,8
"1675","Bucky",13,5
"1676","Bucky Barnes",1,12
"1677","Bud",5,3
"1678","Bud the Wonder Dog",1,18
"1679","Buddah",1,6
"1680","Budders",1,7
"1681","Buddha",5,6
"1682","Buddi",1,5
"1683","Buddie",1,6
"1684","Buddy",218,5
"1685","Buddy 2",1,7
"1686","Buddy Avans",1,11
"1687","Buddy Guy",1,9
"1688","Buddy holly",1,11
"1689","Buddy Holly",1,11
"1690","Buddy Young",1,11
"1691","BUDDY ZINLDE",1,12
"1692","Buddyboy",1,8
"1693","Budge",1,5
"1694","Budget",1,6
"1695","Budgie",1,6
"1696","Buffalo",1,7
"1697","Buffalo Trace",1,13
"1698","Buffy",17,5
"1699","Buffy Belle",1,11
"1700","Buffylove",1,9
"1701","Buford",3,6
"1702","Bug",19,3
"1703","Bugaboo",1,7
"1704","Buggie",1,6
"1705","Buggins",1,7
"1706","Buggs",1,5
"1707","Bugs",1,4
"1708","Bugs Bunny",2,10
"1709","Bugsey",1,6
"1710","Bugsy",12,5
"1711","Bugz",1,4
"1712","Buidhe",1,6
"1713","Bukumba",1,7
"1714","Bula",1,4
"1715","Bull",1,4
"1716","Bullet",3,6
"1717","Bullie",1,6
"1718","Bullseye",2,8
"1719","Bulma",1,5
"1720","Bumble",1,6
"1721","Bumblebee",1,9
"1722","Bumi",1,4
"1723","Bumpas",1,6
"1724","Bumper",3,6
"1725","Bumpers",1,7
"1726","Bun Bun",1,7
"1727","Bun-Bun Miljkovic",1,17
"1728","Buna Belle",1,10
"1729","Bunk",2,4
"1730","Bunker",1,6
"1731","Bunky",1,5
"1732","Bunny",19,5
"1733","Bunny Foo Foo",1,13
"1734","Bunsen",2,6
"1735","Buoy",3,4
"1736","Burdell",1,7
"1737","Burger",1,6
"1738","Burgess",1,7
"1739","Burkie",1,6
"1740","Burley",2,6
"1741","Burli",1,5
"1742","Burnie",1,6
"1743","Burns",1,5
"1744","Burnsie",1,7
"1745","Burrito",2,7
"1746","Burroughs",1,9
"1747","Burt",5,4
"1748","Burt Macklin",1,12
"1749","Burton",1,6
"1750","Busby",1,5
"1751","Buster",91,6
"1752","Buster Brown",1,12
"1753","Buster Posey",1,12
"1754","BusterBear",1,10
"1755","Butch",12,5
"1756","Butchie",1,7
"1757","Butter",5,6
"1758","Butterball",5,10
"1759","Buttercup",21,9
"1760","Butterfly",1,9
"1761","Buttergirl",1,10
"1762","Buttermilk",1,10
"1763","Butters",18,7
"1764","Butters Dack of Breyerwood",1,26
"1765","Butters Honey",1,13
"1766","Butterscotch",3,12
"1767","Button",8,6
"1768","Buttons",10,7
"1769","Butty",1,5
"1770","Buzz",7,4
"1771","Buzz Aldrin",1,11
"1772","Buzz Lightyear",1,14
"1773","Buzzy",1,5
"1774","Bw",1,2
"1775","Bynx",1,4
"1776","Byrnison",1,8
"1777","Byron",3,5
"1778","Byson",1,5
"1779","Bysshop",1,7
"1780","C G Me",1,6
"1781","C.C.",1,4
"1782","C80",1,3
"1783","Cabella",1,7
"1784","Cabo",4,4
"1785","Caboodle",1,8
"1786","Cabot",1,5
"1787","Cacao",1,5
"1788","Cachaca",1,7
"1789","Cachae",1,6
"1790","Cachi",1,5
"1791","Cacique",1,7
"1792","Cada",1,4
"1793","Cadbury",1,7
"1794","Caddie",1,6
"1795","Caddy",1,5
"1796","Cadel",1,5
"1797","Caden Kent",1,10
"1798","Cadence",2,7
"1799","Cadiz",1,5
"1800","Cadman",1,6
"1801","Cado",1,4
"1802","Cady",3,4
"1803","Caesar",4,6
"1804","Caeser",1,6
"1805","Cafe",1,4
"1806","Cahlie",1,6
"1807","Cai",1,3
"1808","Caicos",1,6
"1809","Cailey",1,6
"1810","Cailleach",1,9
"1811","Caillou",1,7
"1812","Cain",3,4
"1813","Cain Wesley",1,11
"1814","Cairo",3,5
"1815","Caitie",2,6
"1816","Cake",3,4
"1817","Cal",1,3
"1818","Calamity",1,8
"1819","Calcetines",1,10
"1820","Calcifer",2,8
"1821","Caleb",9,5
"1822","Caledonia",1,9
"1823","Calexico",1,8
"1824","Calhoun",2,7
"1825","Cali",40,4
"1826","Cali Girl",1,9
"1827","Calico",3,6
"1828","Calie",1,5
"1829","California",1,10
"1830","Caliie",1,6
"1831","Calin",1,5
"1832","Calisi",1,6
"1833","Calixto",1,7
"1834","Calla Lily",1,10
"1835","Callen",1,6
"1836","Calli",3,5
"1837","Callie",66,6
"1838","Callie Ann",1,10
"1839","Callie June Aranda",1,18
"1840","Callie Lou",1,10
"1841","Callie of Capitol Hill",1,22
"1842","Callie Will",1,11
"1843","Calliope",9,8
"1844","Calliope Powlesson",1,18
"1845","Callisto",1,8
"1846","Calloway",1,8
"1847","Cally",3,5
"1848","Calvin",26,6
"1849","Calvin Au Yong",1,14
"1850","Calvin Chicken Brooks",1,21
"1851","Calvin Coolidge",1,15
"1852","Caly",1,4
"1853","Calypso",8,7
"1854","Cam Man",1,7
"1855","Cambria",1,7
"1856","Camden",3,6
"1857","Camelia",1,7
"1858","Cameo",2,5
"1859","Cameron",2,7
"1860","Cameron Ailin Ray Parker-Lyon",1,29
"1861","Cami",4,4
"1862","Cami Lou",1,8
"1863","Camila",4,6
"1864","Camilla",5,7
"1865","Camille",6,7
"1866","Camilo",2,6
"1867","Camino",2,6
"1868","Cammie",2,6
"1869","Cammo",1,5
"1870","Camo",1,4
"1871","Campbell",2,8
"1872","Camper",3,6
"1873","Candee",1,6
"1874","Candi",2,5
"1875","Candice",1,7
"1876","Candies",1,7
"1877","Candy",7,5
"1878","Candy Cane",1,10
"1879","Candy Corn",1,10
"1880","Candy Kisses II",1,15
"1881","Canela",5,6
"1882","Canella",1,7
"1883","Canello",1,7
"1884","Canellonito",1,11
"1885","Canelo",4,6
"1886","Caniche",1,7
"1887","Canilla",1,7
"1888","Cannes",1,6
"1889","Cannon",3,6
"1890","Canny",1,5
"1891","Cano",1,4
"1892","cantaloupe",1,10
"1893","Canyon",3,6
"1894","Cap'n Jangles",1,13
"1895","Caper",1,5
"1896","Capitan",1,7
"1897","Capitán (Capi)",1,14
"1898","Capo",1,4
"1899","Capone",4,6
"1900","Cappi",1,5
"1901","Cappillini",1,10
"1902","Cappuccino",2,10
"1903","Cappucino",1,9
"1904","Cappy",4,5
"1905","Capri",3,5
"1906","Caprica",2,7
"1907","Caprice",1,7
"1908","Capricorn",1,9
"1909","Capt Jack",1,9
"1910","Capt Mack",1,9
"1911","Capt. Ahab",1,10
"1912","Capt. Kirk",1,10
"1913","Capt. Walter LesClos",1,20
"1914","Captain",18,7
"1915","Captain Dale Yappy",1,18
"1916","Captain Jack",1,12
"1917","Captain Jack Whitebeard",1,23
"1918","Captain Picard",1,14
"1919","Captain Von Trapp",1,17
"1920","Captain Wilson",1,14
"1921","Capu",1,4
"1922","Capullo",1,7
"1923","Cara",2,4
"1924","Cara Camille",1,12
"1925","Cara Mia",1,8
"1926","Caramel",5,7
"1927","Caramella",1,9
"1928","Carbonara",1,9
"1929","Cardamom",2,8
"1930","Carina",1,6
"1931","Carl",14,4
"1932","Carla",2,5
"1933","Carlene",1,7
"1934","Carley",1,6
"1935","Carli",1,5
"1936","Carlie",1,6
"1937","Carlin",2,6
"1938","Carlisle",1,8
"1939","Carlito",4,7
"1940","Carlitos",1,8
"1941","Carlo",3,5
"1942","Carlos",10,6
"1943","Carlotta",1,8
"1944","Carly",15,5
"1945","Carly Rose",1,10
"1946","Carmel",3,6
"1947","Carmela",1,7
"1948","Carmelita",3,9
"1949","Carmella",4,8
"1950","Carmello",2,8
"1951","Carmen",13,6
"1952","Carmie",1,6
"1953","Carmilla",1,8
"1954","Carmina",1,7
"1955","Carnegie",1,8
"1956","Carol",1,5
"1957","Carolina",1,8
"1958","Caroline",5,8
"1959","Carolione",1,9
"1960","Carrboro",1,8
"1961","Carrie",3,6
"1962","Carroll",1,7
"1963","Carrott",1,7
"1964","Carson",5,6
"1965","Carter",8,6
"1966","Cas",1,3
"1967","Casador",1,7
"1968","Casanova",2,8
"1969","Casbah",1,6
"1970","Cascade",3,7
"1971","Cascade Mountain's Out of a Dream (BRIA)",1,40
"1972","Casco",1,5
"1973","Casey",31,5
"1974","Casey Questlove Jones",1,21
"1975","Cash",19,4
"1976","Cashel",1,6
"1977","Cashew",6,6
"1978","Cashmere",2,8
"1979","Casi",1,4
"1980","Casie",1,5
"1981","Casimir",1,7
"1982","Casino",1,6
"1983","Casper",23,6
"1984","Casper Squires",1,14
"1985","Casper2",1,7
"1986","Caspian",2,7
"1987","Cass",2,4
"1988","Cassady",1,7
"1989","Cassandra",4,9
"1990","Cassia",1,6
"1991","Cassidy",7,7
"1992","Cassie",34,6
"1993","Cassie (Kasper)",1,15
"1994","Cassini",2,7
"1995","Cassiopia",1,9
"1996","Cassius",5,7
"1997","Cassius Clay",1,12
"1998","Cassy",2,5
"1999","Caster",1,6
"2000","Castle",1,6
"2001","Cat",15,3
"2002","Cat 1",8,5
"2003","Cat 2",8,5
"2004","Cat 3",2,5
"2005","Cat Benatar",1,11
"2006","Cat Cat",2,7
"2007","Cat Damon",1,9
"2008","Cat Novotny",1,11
"2009","Cat Stevens",1,11
"2010","Cat1",1,4
"2011","Cat2",3,4
"2012","Catai Delenn",1,12
"2013","Catalina",5,8
"2014","Catamaran",1,9
"2015","Catarina",1,8
"2016","Catcat",1,6
"2017","Catcher",2,7
"2018","Catfish",2,7
"2019","Catherine",1,9
"2020","Catherine Purrface",1,18
"2021","Cathol",1,6
"2022","Cathy",1,5
"2023","Catness Evermeow",1,16
"2024","Catnip",1,6
"2025","Catniss",1,7
"2026","Cato",3,4
"2027","Catrina",1,7
"2028","Cattleya",1,8
"2029","Catty",1,5
"2030","Cauchy",1,6
"2031","Cava",2,4
"2032","Caviar",1,6
"2033","Caya",1,4
"2034","Cayde-6",1,7
"2035","Cayden",2,6
"2036","Cayenne",7,7
"2037","Cayley",1,6
"2038","Cayman",3,6
"2039","Cayo",1,4
"2040","Cayou",1,5
"2041","Caz",1,3
"2042","Cazadores",1,9
"2043","Cazaril",1,7
"2044","Cazzy",1,5
"2045","CB",1,2
"2046","CC",4,2
"2047","CC Rider",1,8
"2048","Ce Ce",1,5
"2049","Ceasar",3,6
"2050","Ceba",2,4
"2051","Cece",2,4
"2052","CeCe",4,4
"2053","Cecelia",2,7
"2054","Ceci",1,4
"2055","Cecil",9,5
"2056","Cecil B. DeMeow",1,15
"2057","Cecila",1,6
"2058","Cecilia",1,7
"2059","Cedar",24,5
"2060","Cedar River",1,11
"2061","Cedra",1,5
"2062","Cedric",6,6
"2063","Cee Cee",2,7
"2064","Ceila",1,5
"2065","Ceili",2,5
"2066","Ceilidh",2,7
"2067","Celeste",3,7
"2068","Celia",1,5
"2069","Celie",2,5
"2070","Celie Marie",1,11
"2071","Cella",1,5
"2072","Cello",1,5
"2073","Celo",1,4
"2074","Ceri",1,4
"2075","Cesar",4,5
"2076","Cessy",1,5
"2077","Cetus",1,5
"2078","Ceviche",1,7
"2079","Cevin Key",1,9
"2080","Ceyti",1,5
"2081","Cezanne",2,7
"2082","Cha",1,3
"2083","Cha Cha",5,7
"2084","Chabibi",1,7
"2085","Chacha",1,6
"2086","ChaCha",1,6
"2087","Chachi",2,6
"2088","ChaChi",1,6
"2089","Chackowitz",1,10
"2090","Chaco",6,5
"2091","Chad",1,4
"2092","Chad Michael Purray",1,19
"2093","Chadwick",2,8
"2094","Chai",11,4
"2095","Chai Marie",1,10
"2096","Chai Son",1,8
"2097","Chai-T",1,6
"2098","Chairman",1,8
"2099","Chairman Meow",1,13
"2100","Chaiya",1,6
"2101","Chaka",1,5
"2102","Chakia",1,6
